annee;date;site;pontes;pontes_correction;traces;mission;modalite;nb_ilots;comptage;date_debut;date_fin;nb_jours
2022;20/12/2022-11/01/2023;ieroue;2;3;3;9;rapproche;1;0;20/12/2022;11/01/2023;22
2022;20/12/2022-11/01/2023;kouare;3;4;8;9;rapproche;1;0;20/12/2022;11/01/2023;22
2022;20/12/2022-11/01/2023;nda;9;13;18;9;rapproche;1;0;20/12/2022;11/01/2023;22
2022;30/12/2022-11/01/2023;nge;5;6;11;9;rapproche;1;1;30/12/2022;11/01/2023;12
2022;23/11/2022-12/01/2023;redika;3;6;7;9;rapproche;1;0;23/11/2022;12/01/2023;50
2022;30/12/2022-11/01/2023;tere;0;0;0;9;rapproche;1;1;30/12/2022;11/01/2023;12
2022;04/01/2023-12/01/2023;uaterembi;2;2;3;9;rapproche;1;1;04/01/2023;12/01/2023;8
2022;05/01/2023-12/01/2023;uatio;2;2;3;9;rapproche;1;1;05/01/2023;12/01/2023;7
2022;20/12/2022-12/01/2023;vua;6;9;11;9;rapproche;1;0;20/12/2022;12/01/2023;23
2022;20/12/2022-12/01/2023;RAPPROCHE_all;45;64;85;9;rapproche;11;0;20/12/2022;12/01/2023;23
2022;13/01/2023-26/01/2023;atire;2;2;3;10;rapproche;1;0;13/01/2023;26/01/2023;13
2022;12/01/2023-25/01/2023;gi;2;2;2;10;rapproche;1;0;12/01/2023;25/01/2023;13
2022;12/01/2023-25/01/2023;ieroue;1;1;2;10;rapproche;1;0;12/01/2023;25/01/2023;13
2022;12/01/2023-26/01/2023;kouare;0;0;0;10;rapproche;1;0;12/01/2023;26/01/2023;14
2022;12/01/2023-25/01/2023;nda;3;4;7;10;rapproche;1;0;12/01/2023;25/01/2023;13
2022;12/01/2023-26/01/2023;nge;1;1;1;10;rapproche;1;0;12/01/2023;26/01/2023;14
2022;12/01/2023-25/01/2023;tere;1;1;2;10;rapproche;1;0;12/01/2023;25/01/2023;13
2022;04/01/2023-26/01/2023;ua;0;0;0;10;rapproche;1;0;04/01/2023;26/01/2023;22
2022;13/01/2023-25/01/2023;uaterembi;0;0;1;10;rapproche;1;0;13/01/2023;25/01/2023;12
2022;13/01/2023-25/01/2023;uatio;2;2;3;10;rapproche;1;0;13/01/2023;25/01/2023;12
2022;13/01/2023-26/01/2023;vua;4;5;6;10;rapproche;1;0;13/01/2023;26/01/2023;13
2022;13/01/2023-26/01/2023;RAPPROCHE_all;16;19;27;10;rapproche;11;0;13/01/2023;26/01/2023;13
2022;26/01/2023-08/02/2023;gi;1;1;1;11;rapproche;1;1;26/01/2023;08/02/2023;13
2022;26/01/2023-08/02/2023;ieroue;0;0;0;11;rapproche;1;1;26/01/2023;08/02/2023;13
2022;27/01/2023-08/02/2023;kouare;0;0;0;11;rapproche;1;1;27/01/2023;08/02/2023;12
2022;26/01/2023-08/02/2023;nda;2;2;2;11;rapproche;1;1;26/01/2023;08/02/2023;13
2022;26/01/2023-08/02/2023;tere;1;1;1;11;rapproche;1;1;26/01/2023;08/02/2023;13
2022;27/01/2023-08/02/2023;ua;0;0;0;11;rapproche;1;1;27/01/2023;08/02/2023;12
2022;26/01/2023-08/02/2023;uaterembi;0;0;1;11;rapproche;1;1;26/01/2023;08/02/2023;13
2022;27/01/2023-08/02/2023;RAPPROCHE_all;4;5;5;11;rapproche;7;1;27/01/2023;08/02/2023;12
2022;27/01/2023-15/02/2023;nge;1;1;1;12;rapproche;1;0;27/01/2023;15/02/2023;19
2022;27/01/2023-15/02/2023;vua;0;0;0;12;rapproche;1;0;27/01/2023;15/02/2023;19
2022;01/10/2022-22/10/2022;GLS_outseason;0;0;0;100;out_season;24;1;01/10/2022;22/10/2022;21
2022;23/10/2022-04/11/2022;GLS_outseason;0;0;0;101;out_season;24;1;23/10/2022;04/11/2022;12
2022;01/05/2023-22/05/2023;GLS_outseason;0;0;0;102;out_season;24;1;01/05/2023;22/05/2023;21
2022;23/05/2023-13/06/2023;GLS_outseason;0;0;0;103;out_season;24;1;23/05/2023;13/06/2023;21
2017;13/11/2017-05/12/2017;RAPPROCHE_mean;3;4;5;1;rapproche;11;0;13/11/2017;05/12/2017;22
2017;06/12/2017-22/12/2017;RAPPROCHE_mean;4;5;8;2;rapproche;11;1;06/12/2017;22/12/2017;16
2017;23/12/2017-09/01/2018;RAPPROCHE_mean;6;8;8;3;rapproche;11;1;23/12/2017;09/01/2018;17
2017;01/02/2018-23/02/2018;RAPPROCHE_mean;2;3;3;5;rapproche;11;0;01/02/2018;23/02/2018;22
2017;24/02/2018-14/03/2018;RAPPROCHE_mean;1;1;1;6;rapproche;11;1;24/02/2018;14/03/2018;18
2018;01/11/2018-22/11/2018;RAPPROCHE_mean;1;1;2;1;rapproche;11;0;01/11/2018;22/11/2018;21
2018;23/11/2018-29/11/2018;RAPPROCHE_mean;2;2;4;2;rapproche;11;1;23/11/2018;29/11/2018;6
2018;30/11/2018-21/12/2018;RAPPROCHE_mean;5;7;9;3;rapproche;11;1;30/11/2018;21/12/2018;21
2018;22/12/2018-10/01/2019;RAPPROCHE_mean;7;9;13;4;rapproche;10;1;22/12/2018;10/01/2019;19
2019;06/11/2019-28/11/2019;RAPPROCHE_mean;1;1;5;1;rapproche;8;0;06/11/2019;28/11/2019;22
2019;29/11/2019-05/12/2019;RAPPROCHE_mean;2;2;8;2;rapproche;8;1;29/11/2019;05/12/2019;6
2019;12/12/2019-03/01/2020;RAPPROCHE_mean;4;6;14;5;rapproche;11;0;12/12/2019;03/01/2020;22
2019;04/01/2020-17/01/2020;RAPPROCHE_mean;2;2;4;7;rapproche;10;0;04/01/2020;17/01/2020;13
2019;18/01/2020-29/01/2020;RAPPROCHE_mean;3;3;5;9;rapproche;11;1;18/01/2020;29/01/2020;11
2020;07/11/2020-29/11/2020;RAPPROCHE_mean;2;3;4;1;rapproche;12;0;07/11/2020;29/11/2020;22
2020;30/11/2020-09/12/2020;RAPPROCHE_mean;2;2;6;2;rapproche;12;1;30/11/2020;09/12/2020;9
2020;10/12/2020-23/12/2020;RAPPROCHE_mean;3;4;6;4;rapproche;12;1;10/12/2020;23/12/2020;13
2020;24/12/2020-05/01/2021;RAPPROCHE_mean;3;3;7;5;rapproche;12;1;24/12/2020;05/01/2021;12
2020;06/01/2021-20/01/2021;RAPPROCHE_mean;4;5;7;7;rapproche;11;1;06/01/2021;20/01/2021;14
2020;21/01/2021-07/02/2021;RAPPROCHE_mean;2;3;3;8;rapproche;12;0;21/01/2021;07/02/2021;17
2021;27/10/2021-18/11/2021;RAPPROCHE_mean;1;1;2;1;rapproche;12;0;27/10/2021;18/11/2021;22
2021;19/11/2021-08/12/2021;RAPPROCHE_mean;5;7;8;2;rapproche;12;1;19/11/2021;08/12/2021;19
2021;09/12/2021-22/12/2021;RAPPROCHE_mean;4;5;7;4;rapproche;12;0;09/12/2021;22/12/2021;13
2021;23/12/2021-05/01/2022;RAPPROCHE_mean;4;5;7;6;rapproche;12;1;23/12/2021;05/01/2022;13
2021;06/01/2022-27/01/2022;RAPPROCHE_mean;5;7;8;7;rapproche;12;1;06/01/2022;27/01/2022;21
2021;28/01/2022-16/02/2022;RAPPROCHE_mean;2;3;2;8;rapproche;12;0;28/01/2022;16/02/2022;19
2021;18/02/2022-11/03/2022;RAPPROCHE_mean;1;1;1;11;rapproche;12;1;18/02/2022;11/03/2022;21
2022;05/11/2022-23/11/2022;RAPPROCHE_mean;2;3;3;1;rapproche;12;0;05/11/2022;23/11/2022;18
2022;24/11/2022-08/12/2022;RAPPROCHE_mean;4;5;9;3;rapproche;8;1;24/11/2022;08/12/2022;14
2022;09/12/2022-19/12/2022;RAPPROCHE_mean;5;5;10;5;rapproche;5;1;09/12/2022;19/12/2022;10
2022;20/12/2022-12/01/2023;RAPPROCHE_mean;5;7;8;9;rapproche;11;0;20/12/2022;12/01/2023;23
2022;13/01/2023-26/01/2023;RAPPROCHE_mean;2;2;3;10;rapproche;11;0;13/01/2023;26/01/2023;13
2022;27/01/2023-08/02/2023;RAPPROCHE_mean;1;1;1;11;rapproche;7;1;27/01/2023;08/02/2023;12

